Linux 4.4.0-53-generic (diptprisrv08) 	12/16/2016 	_x86_64_	(12 CPU)

04:38:30 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:39:15 PM     all     71.46      0.00      8.42      1.09      0.00     19.02
04:39:16 PM     all     70.35      0.00      9.05      1.09      0.00     19.51
04:39:17 PM     all     73.03      0.00      9.16      0.08      0.00     17.73
04:39:18 PM     all     67.67      0.00     11.34      1.43      0.00     19.56
04:39:19 PM     all     69.92      0.00      8.86      0.33      0.00     20.89
04:39:20 PM     all     67.28      0.00     11.86      0.67      0.00     20.19
04:39:21 PM     all     68.70      0.00     10.21      0.84      0.00     20.25
04:39:22 PM     all     71.11      0.00     10.07      0.17      0.00     18.65
04:39:23 PM     all     73.18      0.00      8.89      1.09      0.00     16.85
04:39:24 PM     all     46.90      0.00      3.27      1.09      0.00     48.74
04:39:25 PM     all     16.85      0.00      1.17      6.17      0.00     75.81
04:39:26 PM     all     71.57      0.00     10.34      1.51      0.00     16.57
04:39:27 PM     all     69.40      0.00     12.54      2.09      0.00     15.97
04:39:28 PM     all     70.85      0.00     10.89      4.02      0.00     14.24
04:39:29 PM     all     72.35      0.00     10.67      1.26      0.00     15.71
04:39:30 PM     all     70.58      0.00     10.65      0.00      0.00     18.78
04:39:31 PM     all     67.87      0.00     11.66      1.01      0.00     19.46
04:39:32 PM     all     73.13      0.00      7.72      0.34      0.00     18.81
04:39:33 PM     all     71.27      0.00      9.55      0.59      0.00     18.59
04:39:34 PM     all     69.80      0.00      7.55      0.00      0.00     22.65
04:39:35 PM     all     70.20      0.00     10.86      1.77      0.00     17.17
04:39:36 PM     all     69.83      0.00     10.17      0.50      0.00     19.50
04:39:37 PM     all     70.06      0.00      9.84      0.84      0.00     19.26
04:39:38 PM     all     72.19      0.00      8.79      0.25      0.00     18.76
04:39:39 PM     all     25.56      0.00      1.09      4.59      0.00     68.76
04:39:40 PM     all     50.50      0.00      6.77      3.01      0.00     39.72
04:39:41 PM     all     73.22      0.00     10.16      0.00      0.00     16.62
04:39:42 PM     all     67.96      0.00     11.35      2.86      0.00     17.83
04:39:43 PM     all     54.77      0.00      7.86      4.68      0.00     32.69
04:39:44 PM     all     70.51      0.00      9.77      1.67      0.00     18.05
04:39:45 PM     all     72.45      0.00     10.22      1.34      0.00     16.00
04:39:46 PM     all     72.71      0.00      9.74      0.42      0.00     17.13
04:39:47 PM     all     54.77      0.00      7.61      1.34      0.00     36.29
04:39:48 PM     all     30.86      0.00      0.17      0.00      0.00     68.97
04:39:49 PM     all     13.89      0.00      0.67      5.69      0.00     79.75
04:39:50 PM     all     14.30      0.00      0.92      5.10      0.00     79.68
04:39:51 PM     all     10.49      0.00      0.25      1.33      0.00     87.93
04:39:52 PM     all      7.53      0.00      0.25      0.00      0.00     92.22
04:39:53 PM     all      9.33      0.00      0.25      0.00      0.00     90.42
04:39:54 PM     all      7.42      0.00      0.25      0.00      0.00     92.33
04:39:55 PM     all      8.33      0.00      0.17      0.00      0.00     91.51
04:39:56 PM     all      8.12      0.00      0.08      0.59      0.00     91.21
04:39:57 PM     all      7.53      0.00      0.17      0.00      0.00     92.31
04:39:58 PM     all      9.52      0.00      0.00      0.00      0.00     90.48
04:39:59 PM     all      8.19      0.00      0.17      0.00      0.00     91.65
04:40:00 PM     all     10.66      0.00      0.08      0.00      0.00     89.26
04:40:01 PM     all      8.99      0.00      0.25      0.25      0.00     90.51
04:40:02 PM     all     10.78      0.00      0.00      0.00      0.00     89.22
04:40:03 PM     all      8.62      0.00      0.17      0.00      0.00     91.21
04:40:04 PM     all      9.26      0.00      0.08      0.00      0.00     90.66
04:40:05 PM     all      7.78      0.00      0.17      0.00      0.00     92.05
04:40:06 PM     all      7.81      0.00      0.25      0.08      0.00     91.86
04:40:07 PM     all      9.59      0.00      0.25      0.17      0.00     89.99
04:40:08 PM     all      7.67      0.00      0.17      0.00      0.00     92.17
04:40:09 PM     all      8.01      0.00      0.17      0.00      0.00     91.83
04:40:10 PM     all      7.44      0.00      0.17      0.00      0.00     92.40
04:40:11 PM     all      9.93      0.00      0.08      0.17      0.00     89.82
04:40:12 PM     all      8.22      0.00      0.25      0.00      0.00     91.54
04:40:13 PM     all      8.10      0.00      0.08      0.00      0.00     91.82
04:40:14 PM     all      8.20      0.00      0.08      0.00      0.00     91.72
04:40:15 PM     all     11.67      0.00      0.83      0.08      0.00     87.42
04:40:16 PM     all      7.85      0.00      0.25      5.76      0.00     86.13
04:40:17 PM     all      9.34      0.00      0.17      8.59      0.00     81.90
04:40:18 PM     all     14.77      0.00      0.08      0.00      0.00     85.14
04:40:19 PM     all      7.49      0.00      0.17      0.00      0.00     92.34
04:40:20 PM     all     11.19      0.00      1.42      2.59      0.00     84.80
04:40:21 PM     all      7.59      0.00      0.08      8.09      0.00     84.24
04:40:22 PM     all      8.58      0.00      0.33      3.58      0.00     87.50
04:40:23 PM     all      7.99      0.00      0.17      0.75      0.00     91.09
04:40:24 PM     all      8.47      0.00      0.25      0.00      0.00     91.28
04:40:25 PM     all      7.84      0.00      0.17      0.00      0.00     91.99
04:40:26 PM     all      9.14      0.00      0.17      0.17      0.00     90.53
04:40:27 PM     all      8.35      0.00      0.17      0.08      0.00     91.40
04:40:28 PM     all      7.76      0.00      0.08      0.17      0.00     91.99
04:40:29 PM     all      8.26      0.00      0.33      0.00      0.00     91.41
04:40:30 PM     all     12.21      0.00      3.45      0.00      0.00     84.34
04:40:31 PM     all     14.17      0.00      3.69      0.00      0.00     82.15
04:40:32 PM     all     10.13      0.00      3.12      4.98      0.00     81.77
04:40:33 PM     all      8.25      0.00      0.93      0.00      0.00     90.82
04:40:34 PM     all      9.98      0.00      1.09      0.00      0.00     88.93
04:40:35 PM     all      0.93      0.00      1.53      6.62      0.00     90.92
04:40:36 PM     all      5.74      0.00      1.35      4.48      0.00     88.43
04:40:37 PM     all      8.75      0.00      0.59      0.08      0.00     90.58
04:40:38 PM     all      8.49      0.00      0.42      0.00      0.00     91.09
04:40:39 PM     all      9.17      0.00      0.25      0.00      0.00     90.58
04:40:40 PM     all      8.49      0.00      0.50      0.00      0.00     91.00
04:40:41 PM     all      8.98      0.00      0.67      0.00      0.00     90.35
04:40:42 PM     all      8.40      0.00      0.59      0.25      0.00     90.76
04:40:43 PM     all      8.40      0.00      0.84      0.00      0.00     90.76
04:40:44 PM     all      8.82      0.00      0.76      0.00      0.00     90.43
04:40:45 PM     all      8.24      0.00      0.84      0.00      0.00     90.92
04:40:46 PM     all      9.30      0.00      0.67      0.08      0.00     89.94
04:40:47 PM     all     14.85      0.00      0.42      0.25      0.00     84.48
04:40:48 PM     all     10.30      0.00      0.84      0.00      0.00     88.86
04:40:49 PM     all      9.43      0.00      0.59      0.00      0.00     89.98
04:40:50 PM     all      8.25      0.00      1.18      0.17      0.00     90.40
04:40:51 PM     all      7.28      0.00      1.92      0.00      0.00     90.79
04:40:52 PM     all      8.78      0.00      1.51      0.25      0.00     89.46
04:40:53 PM     all      8.34      0.00      0.67      0.00      0.00     90.99
04:40:54 PM     all      8.56      0.00      0.59      0.00      0.00     90.85
04:40:55 PM     all      9.84      0.00      0.42      0.00      0.00     89.74
04:40:56 PM     all      9.24      0.00      0.76      0.00      0.00     90.01
04:40:57 PM     all      8.57      0.00      0.76      0.25      0.00     90.42
04:40:58 PM     all      8.65      0.00      0.67      0.08      0.00     90.60
04:40:59 PM     all      8.42      0.00      0.51      0.00      0.00     91.08
04:41:00 PM     all      8.57      0.00      0.84      0.00      0.00     90.59
04:41:01 PM     all      8.48      0.00      0.67      0.00      0.00     90.85
04:41:02 PM     all      8.91      0.00      0.59      0.08      0.00     90.42
04:41:03 PM     all      8.49      0.00      0.67      0.17      0.00     90.67
04:41:04 PM     all      8.90      0.00      0.59      0.00      0.00     90.51
04:41:05 PM     all      9.76      0.00      1.18      0.42      0.00     88.65
04:41:06 PM     all      8.98      0.00      0.50      3.02      0.00     87.49
04:41:07 PM     all      8.68      0.00      0.51      0.08      0.00     90.73
04:41:08 PM     all      8.47      0.00      0.59      0.42      0.00     90.52
04:41:09 PM     all      8.56      0.00      0.67      0.00      0.00     90.76
04:41:12 PM     all      4.96      0.00      1.71     14.34      0.00     78.99
04:41:13 PM     all      1.69      0.00      2.12     17.34      0.00     78.85
04:41:14 PM     all      5.65      0.00      0.76      2.95      0.00     90.63
04:41:15 PM     all      8.58      0.00      0.50      0.00      0.00     90.92
04:41:16 PM     all      9.57      0.00      0.67      0.00      0.00     89.76
04:41:17 PM     all      8.39      0.00      0.84      0.00      0.00     90.77
04:41:18 PM     all     10.25      0.00      0.50      0.08      0.00     89.16
04:41:19 PM     all      8.21      0.00      0.92      0.00      0.00     90.86
04:41:20 PM     all      8.39      0.00      0.84      0.08      0.00     90.69
04:41:21 PM     all      8.05      0.00      4.78      0.00      0.00     87.18
04:41:22 PM     all      8.68      0.00      0.17      0.00      0.00     91.15
04:41:23 PM     all      9.40      0.00      0.33      0.08      0.00     90.18
04:41:24 PM     all      8.41      0.00      0.42      0.08      0.00     91.09
04:41:25 PM     all     10.27      0.00      0.25      0.08      0.00     89.40
04:41:26 PM     all      8.92      0.00      0.17      0.00      0.00     90.92
04:41:27 PM     all      8.83      0.00      0.33      0.17      0.00     90.67
04:41:28 PM     all      7.76      0.00      0.25      0.33      0.00     91.65
04:41:29 PM     all      8.58      0.00      0.25      0.00      0.00     91.17
04:41:30 PM     all      7.76      0.00      0.25      0.08      0.00     91.91
04:41:31 PM     all      7.27      0.00      0.25      0.00      0.00     92.47
