Linux 4.4.0-53-generic (diptprisrv08) 	12/20/2016 	_x86_64_	(12 CPU)

10:06:55 PM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
10:06:56 PM  12724760  11913024     48.35     54540    459056  21504996     43.24  11186084    408184        68
10:06:57 PM  12726836  11910948     48.34     54540    459056  21504996     43.24  11184088    408188        68
10:06:58 PM  12729180  11908604     48.33     54540    459056  21504996     43.24  11182088    408188        68
10:06:59 PM  12731192  11906592     48.33     54540    459116  21504996     43.24  11178832    408236        68
10:07:00 PM  12732760  11905024     48.32     54548    459116  21504996     43.24  11179440    408236        84
10:07:01 PM  12733860  11903924     48.32     54548    459116  21504996     43.24  11178580    408236        84
10:07:02 PM  12735884  11901900     48.31     54548    459120  21504996     43.24  11176636    408236        84
10:07:03 PM  12737784  11900000     48.30     54548    459136  21504996     43.24  11174940    408256        84
10:07:04 PM  12697824  11939960     48.46     54548    500064  21504996     43.24  11173324    449296       492
10:07:05 PM  12699380  11938404     48.46     54556    500460  21504996     43.24  11171708    449508        84
10:07:06 PM  12700408  11937376     48.45     54556    500460  21504996     43.24  11169708    449508        84
10:07:07 PM  12668844  11968940     48.58     54556    532920  21504996     43.24  11168152    481896        84
10:07:08 PM  12669708  11968076     48.58     54556    533112  21504996     43.24  11166068    482160        84
10:07:09 PM  12663336  11974448     48.60     54556    541288  21504996     43.24  11162380    490300      8256
10:07:10 PM  12647132  11990652     48.67     54572    557688  21504996     43.24  11160352    506700        84
10:07:11 PM  12626052  12011732     48.75     54572    581736  21504996     43.24  11160740    530148       104
10:07:12 PM  12610740  12027044     48.82     54596    598496  21504996     43.24  11158688    547212        80
10:07:13 PM  12611564  12026220     48.81     54596    598776  21504996     43.24  11157064    547564        80
10:07:14 PM  12583112  12054672     48.93     54608    628576  21504996     43.24  11155188    577556       248
10:07:15 PM  12579460  12058324     48.94     54628    634792  21504996     43.24  11153456    583492        80
10:07:16 PM  12579200  12058584     48.94     54628    634796  21504996     43.24  11151644    583540        80
10:07:17 PM  12559924  12077860     49.02     54636    656264  21504996     43.24  11149428    604912         0
10:07:18 PM  12528940  12108844     49.15     54652    689248  21504996     43.24  11148376    637664       132
10:07:19 PM  12522508  12115276     49.17     54660    696560  21504996     43.24  11145288    645080        84
10:07:20 PM  12524312  12113472     49.17     54660    696536  21504996     43.24  11142960    645164        44
10:07:21 PM  12491268  12146516     49.30     54676    731328  21504996     43.24  11141092    679808         0
10:07:22 PM  12492852  12144932     49.29     54676    731696  21504996     43.24  11139136    680200        28
10:07:23 PM  12472420  12165364     49.38     54684    754832  21504996     43.24  11138424    703216        24
10:07:24 PM  12457704  12180080     49.44     54692    772700  21504996     43.24  11136872    720632        40
10:07:25 PM  12436780  12201004     49.52     54708    794492  21504996     43.24  11134804    742852         0
10:07:26 PM  12438532  12199252     49.51     54708    794904  21504996     43.24  11133024    743020        44
10:07:27 PM  12404792  12232992     49.65     54724    829304  21504996     43.24  11130844    777296        48
10:07:28 PM  12406532  12231252     49.64     54732    829712  21504996     43.24  11128884    778040        52
10:07:29 PM  12252192  12385592     50.27     54756    979012  21504996     43.24  11127008    927020      4412
10:07:30 PM  12169136  12468648     50.61     54780   1062496  21504996     43.24  11125264   1010372        56
10:07:31 PM  12170124  12467660     50.60     54780   1062440  21504996     43.24  11123104   1010616        60
10:07:32 PM  12155776  12482008     50.66     54788   1078248  21504996     43.24  11121828   1025632        64
10:07:33 PM  12133576  12504208     50.75     54804   1102628  21504996     43.24  11120016   1049980        64
10:07:34 PM  12114228  12523556     50.83     54820   1123892  21504996     43.24  11118104   1071040        64
10:07:35 PM  12116500  12521284     50.82     54820   1123952  21504996     43.24  11116388   1071260        64
10:07:36 PM  12088712  12549072     50.93     54828   1152884  21504996     43.24  11114288   1099708        64
10:07:37 PM  12077676  12560108     50.98     54836   1165280  21504996     43.24  11112352   1112484        68
10:07:38 PM  12049708  12588076     51.09     54852   1193636  21504996     43.24  11112440   1140648        76
10:07:39 PM  12042532  12595252     51.12     54860   1201516  21504996     43.24  11111056   1148336       180
10:07:40 PM  12012480  12625304     51.24     54876   1232900  21504996     43.24  11108840   1179372       252
10:07:41 PM  11993412  12644372     51.32     54888   1254108  21504996     43.24  11106952   1201196         0
10:07:42 PM  11994200  12643584     51.32     54892   1254328  21504996     43.24  11104972   1201400        76
10:07:43 PM  11966868  12670916     51.43     54900   1284008  21504996     43.24  11103020   1231112        76
10:07:44 PM  11960100  12677684     51.46     54916   1292160  21504996     43.24  11101116   1238904        92
