Linux 4.4.0-53-generic (diptprisrv08) 	12/20/2016 	_x86_64_	(12 CPU)

10:06:55 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:11:42 PM     all     70.17      0.00     10.84      0.59      0.00     18.40
10:11:43 PM     all     67.87      0.00     11.21      0.25      0.00     20.67
10:11:44 PM     all     69.00      0.00     11.37      1.10      0.00     18.53
10:11:45 PM     all     70.10      0.00     11.73      2.76      0.00     15.41
10:11:46 PM     all     64.77      0.00      9.37      4.94      0.00     20.92
10:11:47 PM     all     70.86      0.00      9.74      1.26      0.00     18.14
10:11:48 PM     all     71.17      0.00      9.30      1.59      0.00     17.94
10:11:49 PM     all     69.69      0.00      9.74      0.84      0.00     19.73
10:11:50 PM     all     66.95      0.00      7.70      1.09      0.00     24.27
10:11:51 PM     all     71.72      0.00      9.79      0.08      0.00     18.41
10:11:52 PM     all     70.81      0.00     10.68      1.42      0.00     17.10
10:11:53 PM     all     66.11      0.00      8.70      1.34      0.00     23.85
10:11:54 PM     all     70.64      0.00      9.34      1.33      0.00     18.68
10:11:55 PM     all     56.62      0.00      5.16      1.08      0.00     37.14
10:11:56 PM     all     33.50      0.00      0.84      6.85      0.00     58.81
10:11:57 PM     all     58.21      0.00      9.86      5.98      0.00     25.95
10:11:58 PM     all     67.17      0.00     12.78      2.76      0.00     17.29
10:11:59 PM     all     63.80      0.00      9.93      0.00      0.00     26.26
10:12:00 PM     all     65.83      0.00     11.47      1.09      0.00     21.61
10:12:01 PM     all     66.00      0.00     12.98      2.01      0.00     19.01
10:12:02 PM     all     27.92      0.00      0.42      0.25      0.00     71.42
10:12:03 PM     all     25.50      0.00      0.17      0.08      0.00     74.25
10:12:04 PM     all     13.00      0.00      0.67      7.08      0.00     79.25
10:12:05 PM     all     11.56      0.00      0.25      1.00      0.00     87.19
10:12:06 PM     all      9.76      0.00      0.25      0.00      0.00     89.99
10:12:07 PM     all     10.95      0.00      0.17      0.00      0.00     88.88
10:12:08 PM     all     10.63      0.00      0.25      0.00      0.00     89.12
10:12:09 PM     all      9.95      0.00      0.08      0.00      0.00     89.97
10:12:10 PM     all     11.15      0.00      0.17      0.50      0.00     88.19
10:12:11 PM     all      9.77      0.00      3.84      0.33      0.00     86.06
10:12:12 PM     all     15.11      0.00      3.19      0.00      0.00     81.70
10:12:13 PM     all     15.16      0.00      2.26      0.00      0.00     82.58
10:12:14 PM     all     17.26      0.00      2.44      0.00      0.00     80.30
10:12:15 PM     all     15.60      0.00      2.09      1.42      0.00     80.90
10:12:16 PM     all     14.21      0.00      2.34      8.70      0.00     74.75
10:12:17 PM     all     14.98      0.00      2.43      0.00      0.00     82.59
10:12:18 PM     all     15.97      0.00      1.51      0.00      0.00     82.52
10:12:19 PM     all     16.09      0.00      1.51      0.00      0.00     82.40
10:12:20 PM     all     17.14      0.00      0.76      1.34      0.00     80.76
10:12:21 PM     all     13.67      0.00      0.84      0.67      0.00     84.82
10:12:22 PM     all     14.02      0.00      0.76      0.00      0.00     85.22
10:12:23 PM     all     14.82      0.00      0.76      0.00      0.00     84.42
10:12:24 PM     all     16.07      0.00      0.85      0.00      0.00     83.08
10:12:25 PM     all     14.71      0.00      0.85      0.08      0.00     84.36
10:12:26 PM     all     13.03      0.00      0.59      0.17      0.00     86.22
10:12:27 PM     all     14.30      0.00      0.67      0.00      0.00     85.03
10:12:28 PM     all     12.28      0.00      0.84      0.00      0.00     86.88
10:12:29 PM     all     14.51      0.00      1.34      0.00      0.00     84.14
10:12:30 PM     all     12.84      0.00      1.26      0.00      0.00     85.91
10:12:31 PM     all     13.26      0.00      0.76      4.14      0.00     81.84
10:12:32 PM     all      1.53      0.00      0.76      7.64      0.00     90.07
10:12:33 PM     all     16.86      0.00      0.76      0.00      0.00     82.38
10:12:34 PM     all     17.39      0.00      0.92      0.00      0.00     81.68
10:12:35 PM     all     21.34      0.00      0.67      0.00      0.00     77.99
10:12:36 PM     all     13.46      0.00      0.50      0.00      0.00     86.04
10:12:37 PM     all     13.01      0.00      0.67      1.60      0.00     84.72
10:12:38 PM     all     14.35      0.00      0.92      0.00      0.00     84.73
10:12:39 PM     all     14.82      0.00      0.85      0.00      0.00     84.34
10:12:40 PM     all     15.28      0.00      0.84      0.08      0.00     83.80
10:12:41 PM     all     13.07      0.00      1.01      0.17      0.00     85.75
10:12:42 PM     all     12.21      0.00      0.84      0.17      0.00     86.78
10:12:43 PM     all     13.16      0.00      0.75      0.00      0.00     86.09
10:12:44 PM     all     13.11      0.00      0.92      0.00      0.00     85.97
10:12:45 PM     all     16.76      0.00      1.68      0.00      0.00     81.56
10:12:46 PM     all     17.06      0.00      0.59      0.00      0.00     82.35
10:12:47 PM     all      9.04      0.00      0.68      6.76      0.00     83.52
10:12:48 PM     all      7.85      0.00      1.18      8.95      0.00     82.01
10:12:49 PM     all      8.76      0.00      2.17      2.92      0.00     86.16
10:12:50 PM     all      7.90      0.00      0.84      0.00      0.00     91.26
10:12:51 PM     all      9.24      0.00      0.50      0.08      0.00     90.18
10:12:52 PM     all      9.25      0.00      0.50      0.00      0.00     90.24
10:12:53 PM     all      8.31      0.00      0.67      0.00      0.00     91.02
10:12:54 PM     all      9.76      0.00      0.42      0.17      0.00     89.65
10:12:55 PM     all      8.49      0.00      0.50      0.00      0.00     91.01
10:12:56 PM     all      8.66      0.00      0.42      0.00      0.00     90.92
10:12:57 PM     all      8.33      0.00      0.50      0.00      0.00     91.17
10:12:58 PM     all      9.01      0.00      0.42      0.00      0.00     90.56
10:12:59 PM     all      9.24      0.00      0.42      0.25      0.00     90.08
10:13:00 PM     all      9.18      0.00      1.09      0.00      0.00     89.73
10:13:01 PM     all      8.64      0.00      1.09      4.53      0.00     85.74
10:13:02 PM     all      7.05      0.00      1.68      6.46      0.00     84.82
10:13:03 PM     all      7.11      0.00      1.76      0.00      0.00     91.14
10:13:04 PM     all      8.91      0.00      0.76      0.08      0.00     90.25
10:13:05 PM     all      8.50      0.00      0.51      0.00      0.00     90.99
