sda               5.97        79.10       524.29   12393935   82144416
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda              41.00         0.00       292.00          0        292
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        96.00          0         96
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               3.00         4.00        12.00          4         12
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        32.00          0         32
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        24.00          0         24
sda               0.00         0.00         0.00          0          0
sda             143.00         0.00      1172.00          0       1172
sda               2.00         0.00        12.00          0         12
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        84.00          0         84
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        20.00          0         20
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        20.00          0         20
sda               0.00         0.00         0.00          0          0
sda               0.00         0.00         0.00          0          0
sda               1.00         0.00        12.00          0         12
sda               0.00         0.00         0.00          0          0
sda               2.00         0.00        28.00          0         28
sda               0.00         0.00         0.00          0          0
sda               3.00         0.00        12.00          0         12
sda              10.00         0.00        44.00          0         44
sda              16.00         0.00        72.00          0         72
