04:15:19 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:20 PM    dev8-0      2.00      0.00    120.00     60.00      0.01      6.00      6.00      1.20
04:15:21 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:22 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:23 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:24 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:25 PM    dev8-0      2.00      0.00     32.00     16.00      0.01      6.00      6.00      1.20
04:15:26 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:27 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:28 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:29 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:30 PM    dev8-0      2.00      0.00     32.00     16.00      0.01      6.00      6.00      1.20
04:15:31 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:32 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:33 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:34 PM    dev8-0      2.00      0.00     16.00      8.00      0.03     14.00     10.00      2.00
04:15:35 PM    dev8-0      2.00      0.00     32.00     16.00      0.01      6.00      6.00      1.20
04:15:36 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:37 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:38 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:39 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:40 PM    dev8-0      2.00      0.00     32.00     16.00      0.01      6.00      6.00      1.20
04:15:41 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:42 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:43 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:15:44 PM    dev8-0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
